DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): maps.googleapis.com
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=16+Penn+Plaza%2C+481+Eighth+Ave%2C+Suite+1130%2C+New+York%2C+NY+10001&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 582
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=641+Lexington+Ave+%23+2400%2C+New+York%2C+NY+10022&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 632
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=350+Fifth+Avenue%2C+32nd+Fl%2C+New+York%2C+NY+10118&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 553
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=161+6th+Ave%2C+8th+Fl%2C+New+York%2C+NY+10013&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 550
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=101+Park+Avenue%2C+4th+Fl%2C+New+York%2C+NY+10178&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 613
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=370+Seventh+Avenue%2C+Suite+912%2C+New+York%2C+NY+10001&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 621
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=551+Fifth+Avenue%2C+Suite+300+New+York%2C+NY+10176&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 659
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=350+5th+Ave+%2332%2C+New+York%2C+NY+10118&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 617
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=605+3rd+Avenue%2C+22nd+Floor%2C+New+York%2C+NY+10158&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 550
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=417+5th+Avenue%2C+6th+Fl%2C%0ANew+York%2C+NY+10016&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 550
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=1114+Avenue+Of+The+Americas%2C+New+York%2C+NY+10036&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 548
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=1601+Locust+Avenue%2C+Bohemia%2C+NY+11716&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 595
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=99+Park+Ave+suite+1520%2C+New+York%2C+NY+10016&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 658
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=52+Vanderbilt%2C+19th+Fl%2C+New+York%2C+NY+10017&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 592
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=910+9th+Avenue%2C+New+York%2C+NY+10019&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 554
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=42+Broadway%2C+New+York%2C+NY+10004&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 567
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=50+Broadway%2C+Suite+%23903%2C+New+York%2C+NY+10004&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 621
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=483+Tenth+Ave.%2C+Suite+510+New+York%2C+NY+10018&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 621
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=1185+Avenue+of+the+Americas%2C+16th+Fl%2C+New+York%2C+NY+10036&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 594
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=139+Fulton+St%2C+New+York%2C+NY+10038&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 535
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=375+Park+Avenue%2C+Suite+1608%2C+New+York%2C+NY+10152+USA&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 617
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=355+Lexington+Ave%2C+5th+5%2C+New+York%2C+NY+10017&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 709
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=800+S+Columbus+Ave%2C+Mt+Vernon%2C+NY+10550&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 558
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=7+Times+Square%2C+Suite+1606+New+York%2C+NY+10036&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 620
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=535+Madison+Avenue%2C+4th+Fl%2C+New+York%2C+NY+10022&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 586
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=170+William+St%2C+Suite+4%2C+New+York%2C+NY+10038&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 634
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=420+Lexington+Ave%2C+New+York%2C+NY+10017&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 543
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=800+S+Columbus+Ave%2C+Mt+Vernon%2C+NY+10550&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 558
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=275+Madison+Ave%2C+New+York%2C+NY+10016&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 541
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=800+S+Columbus+Ave%2C+Mt+Vernon%2C+NY+10550&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 558
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=1+United+Nations+Plaza%2C+Rm+S414%2C+New+York%2C+NY+10017&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 606
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=2291+Buffalo+Rd%2C+Rochester%2C+NY+14624&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 593
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=500+5th+Ave%2C+New+York%2C+NY+10110&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 536
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=460+Park+Ave+%233%2C+New+York%2C+NY+10022&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 651
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=201+Varick+St%2C+New+York%2C+NY+10014&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 539
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=580+5th+Avenue%2C+Suite+400%2C+New+York%2C+NY+10036+USA&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 619
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=225+Varick+St%2C+New+York%2C+NY+10014&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 539
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=633+3rd+Ave%2C+New+York%2C+NY+10017&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 568
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=420+Lexington+Avenue%2C+Suite+2650%2C+New+York%2C+NY+10170&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 669
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=10+West+46th+St+%238%2C+New+York%2C+NY+10036&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 658
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=16+West+16th+Street%2C+%2312C-S%2C+New+York%2C+NY+10011&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 676
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=101+Hudson+St%2C+21st+Floor%2C+Jersey+City%2C+NJ+07302&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 597
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=825+8th+Avenue%2C+New+York%2C+10019&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 534
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=5+Giralda+Farms%2C+Madison%2C+NJ+07940&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 535
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=888+Seventh+Avenue%2C+43rd+Fl%2C+New+York+%2C+NY+10106&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 553
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=175+Sunnyside+Boulevard%2C+Plainview%2C+NY+11803&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 583
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=1301+6th+Ave%2C+New+York%2C+NY+10019&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 542
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=80+Pine+Street%2C+27th+Floor%0ANew+York%2C+NY+10005&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 549
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=7+Pennsylvania+Plaza+%23305%2C+New+York%2C+NY+10001&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 637
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=805+Third+Avenue%2C+New+York%2C+NY+10022&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 536
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=50+Cooper+Square%2C+4th+Fl%2C+New+York%2C+NY+10003&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 573
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=50+Cooper+Square%2C+4th+Fl%2C+New+York%2C+NY+10003&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 573
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=350+Fifth+Avenue%2C+32nd+Fl%2C+New+York%2C+NY+10118&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 553
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=545+W+45th+St%2C+New+York%2C+NY+10036&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 578
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=688+Columbus+Ave%2C+At+93rd+St.%2C+New+York%2C+NY+10025&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 557
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=50+Broad+St%2C+New+York%2C+NY+10004&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 574
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=675+Third+Avenue%2C+Suite+2400%2C+New+York%2C+NY+10017&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 624
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=138+W+143rd+St%2C+New+York%2C+NY+10030%2C+USA&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 595
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=821+Broadway%2C+5th+Floor+New+York%2C+NY+10003&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 569
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=12+West+37th+Street%2C+New+York%2C+NY+10018&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 581
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=75-85+E+Broadway%2C+New+York%2C+NY+10002&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 555
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=32+E.+31st+Street%2C+New+York+City%2C+NY+10016&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 579
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=55+E+52nd+St+%2333%2C+New+York%2C+NY+10055&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 652
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=500+5th+Ave%2C+New+York%2C+NY+10110&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 536
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=134+W+29th+St+%2311%2C+New+York%2C+NY+10001&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 660
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=1+Battery+Park+Plaza%2C+18th+Fl%2C+New+York%2C+NY+10004&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 613
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=810+7th+Ave%2C+27th+Fl%2C+New+York%2C+NY+10019&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 550
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=575+Madison+Ave%2C+New+York%2C+NY+10022&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 537
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=747+3rd+Ave+%233402%2C+New+York%2C+NY+10017&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 652
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=100+Park+Ave%2C+New+York%2C+NY+10017&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 576
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=130+W+56th+St%2C+New+York%2C+NY+10019&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 583
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=306+W+37th+St%2C+New+York%2C+NY+10018&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 599
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=1601+Locust+Avenue%2C+Bohemia%2C+NY+11716&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 595
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=69+Charlton+St.%2C+2nd+Floor%2C+New+York%2C+NY+10014&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 557
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=317+Madison+Ave%2C+New+York%2C+NY+10017&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 541
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=99+Gansevoort+St%2C+New+York%2C+NY+10014&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 540
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=16+W+22nd+St%2C+New+York%2C+NY+10010&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 579
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=One+Penn+Plaza%2C+Suite+3508%2C+New+York%2C+NY+10119&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 640
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=186+7th+St%2C+Brooklyn%2C+NY+11215&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 636
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=1222+AVENUE+M+SUITE+306%2C+BROOKLYN%2C+NY%2C+11230&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 657
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=40.688820%2C+-74.004868&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 1428
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=540+Madison+Avenue%2C+29th+Floor%2C+New+York%2C+NY+10153&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 593
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=350+Linwood+St%2C+Brooklyn%2C+NY+11208&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 590
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=375+Park+AvenueSuite+2505New+York%2C+NY+10152&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 769
DEBUG:urllib3.connectionpool:https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=268+Bush+Street%2C%C2%A0San+Francisco%2C%C2%A0California%2C%C2%A094104%2C%C2%A0United+Sta&key=AIzaSyAQy-_S2_hUM0TXw-yEMoXkP8P3cFnGRIY HTTP/1.1" 200 594
